SENTENCE;LAW
eden , başvurudan ve kapsamından haberdar edilmişse başvurunun yayımlanmamış olmasına bakılmaz .;FİKRİ SINAİ KANUNU
edilmiş geleneksel ürün adının aşağıda belirtilen biçimdeki kullanımları , geleneksel ürün adı hakkına tecavüz sayılır : Geleneksel ürün adı tescilinde belirtilen ürün özelliklerini taşımadığı halde , 46 ncı madde uyarınca kullanılması öngörülen amblemin tescilli ürün adı ile birlikte kullanılması suretiyle , ürünün ününden herhangi bir biçimde yarar sağlayacak kullanımı veya tescil kapsamındaki ürünleri andıran ürünlerle ilgili olarak tescilli ürün adına tahsis edilen amblemin ticari amaçlı kullanımı .;FİKRİ SINAİ KANUNU
tüketiciyi yanıltıcı biçimde kullanımı .;FİKRİ SINAİ KANUNU
ürün adı tescilinde belirtilen ürün özelliklerini ve tescilli ürün adı için 46 ncı madde uyarınca kullanılması öngörülen amblemi taşımadığı halde , ürünün iç veya dış ambalajında , tanıtım ve reklamında veya ürünle ilgili herhangi bir yazılı belgede ürünün tescilde belirtilen özellikleri taşıdığına ilişkin yanıltıcı herhangi bir açıklama veya belirtiye yer verilmesi .;FİKRİ SINAİ KANUNU
ürün adı hakkına tecavüz edildiğinin bu adı kullanım hakkına sahip olanlarca tespit edilmesi halinde , tecavüz bu kişilerce tescil ettirene noter vasıtasıyla bildirilerek dava açması talep edilebilir .;FİKRİ SINAİ KANUNU
ettirenin talebi kabul etmemesi veya bildirimi aldığı tarihten itibaren üç ay içinde gerekli davayı açmaması halinde , kullanma hakkına sahip olanlar , yapılan bildirimi de ekleyerek dava açabilir .;FİKRİ SINAİ KANUNU
dava tescil ettirene ihbar olunur .;FİKRİ SINAİ KANUNU
ciddi bir zarar tehlikesi karşısında , kullanma hakkına sahip olanlar , süreye bağlı kalmaksızın ihtiyati tedbire karar verilmesini mahkemeden talep edebilir .;FİKRİ SINAİ KANUNU
tedbire karar verilmesi halinde , dava açılabilmesi için belirtilen sürenin dolması beklenmez .;FİKRİ SINAİ KANUNU
ürün adı başvurusu , yayımlandığı takdirde , başvuruyu yapan , geleneksel ürün adına yönelik bu maddede sayılan tecavüzlerden dolayı hukuk davası açma hakkına sahiptir .;FİKRİ SINAİ KANUNU
eden , başvurudan veya kapsamından haberdar edilmiş ise başvurunun yayımlanmamış olmasına bakılmaz .;FİKRİ SINAİ KANUNU
edenin kötüniyetli olduğuna mahkeme tarafından hükmolunursa başvurunun yayımından önce de tecavüzün varlığı kabul edilir .;FİKRİ SINAİ KANUNU
ürünün tümü veya bir parçasının ya da üzerindeki süslemenin çizgi , şekil , biçim , renk , malzeme veya yüzey dokusu gibi özelliklerinden kaynaklanan görünümüdür .;FİKRİ SINAİ KANUNU
bilgisayar programları hariç olmak üzere , endüstriyel yolla veya elle üretilen herhangi bir nesnenin yanı sıra birleşik bir ürün veya bu ürünü oluşturan parçaları , ambalaj gibi nesneleri , birden çok nesnenin bir arada algılanan sunumlarını , grafik sembolleri ve tipografik karakterleri ifade eder .;FİKRİ SINAİ KANUNU
ürün , sökülüp takılma yoluyla değiştirilebilen veya yenilenebilen parçalardan oluşan üründür .;FİKRİ SINAİ KANUNU
";bu Kanun hükümleri uyarınca tescil edilmiş olması halinde tescilli tasarım , ilk kez Türkiye‚Äôde kamuya sunulmuş olması halinde ise tescilsiz tasarım olarak korunur .";FİKRİ SINAİ KANUNU
yeni ve ayırt edici niteliğe sahip olması şartıyla bu Kanunla sağlanan haklar kapsamında korunur .;FİKRİ SINAİ KANUNU
ürünün parçasının tasarımı , aşağıdaki şartları taşıyorsa yeni ve ayırt edici niteliğe sahip olduğu kabul edilir : Parça birleşik ürüne takıldığında , birleşik ürünün normal kullanımında görünür durumda olmalıdır .;FİKRİ SINAİ KANUNU
görünür durumda olan özellikleri , yenilik ve ayırt edici nitelik şartlarını karşılamalıdır .;FİKRİ SINAİ KANUNU
"maddede yer alan normal kullanım ; bakım , servis veya onarım işleri hariç olmak üzere , son kullanıcı tarafından kullanımı ifade eder .";FİKRİ SINAİ KANUNU
"tasarımın aynısı ; Tescilli tasarım için başvuru veya rüçhan tarihinden önce , Tescilsiz tasarım için tasarımın kamuya ilk sunulduğu tarihten önce , dünyanın herhangi bir yerinde kamuya sunulmamış ise o tasarım yeni kabul edilir .";FİKRİ SINAİ KANUNU
sadece küçük ayrıntılarda farklılık gösteriyorsa aynı kabul edilir .;FİKRİ SINAİ KANUNU
"tasarımın bilgilenmiş kullanıcı üzerinde bıraktığı genel izlenim ; Tescilli tasarım için başvuru veya rüçhan tarihinden önce , Tescilsiz tasarım için tasarımın kamuya ilk sunulduğu tarihten önce , kamuya sunulmuş herhangi bir tasarımın aynı kullanıcı üzerinde yarattığı genel izlenimden farklı ise bu tasarımın ayırt edici niteliğe sahip olduğu kabul edilir .";FİKRİ SINAİ KANUNU
edici niteliğin değerlendirilmesinde , tasarımcının tasarımı geliştirmede sahip olduğu seçenek özgürlüğünün derecesi dikkate alınır .;FİKRİ SINAİ KANUNU
"sunma ; sergileme , satış gibi yollarla piyasaya sürme , kullanma , tarif , yayım , tanıtım veya benzer amaçlı faaliyetleri kapsar .";FİKRİ SINAİ KANUNU
gizlilik şartıyla üçüncü bir kişiye açıklanması kamuya sunma sayılmaz .;FİKRİ SINAİ KANUNU
talep edilen bir tasarım , başvuru tarihinden veya rüçhan talebi varsa rüçhan tarihinden önceki on iki ay içinde tasarımcı veya halefi ya da bu kişilerin izni ile üçüncü bir kişi tarafından veya tasarımcı ya da halefleri ile olan ilişkinin kötüye kullanımı sonucu kamuya sunulması halinde bu açıklama tasarımın yeniliğini ve ayırt edici niteliğini etkilemez .;FİKRİ SINAİ KANUNU
Tasarım sahibi , kendi tasarımına kıyasla ayırt edici niteliğe sahip olmayan tasarımlara karşı bu Kanundan doğan haklarını kullanabilir .;FİKRİ SINAİ KANUNU
kapsamının değerlendirilmesinde , tasarımcının tasarımı geliştirmede sahip olduğu seçenek özgürlüğünün derecesi dikkate alınır .;FİKRİ SINAİ KANUNU
Kanun kapsamında sağlanan tasarım koruması , 5/12/1951 tarihli ve 5846 sayılı Fikir ve Sanat Eserleri Kanununda aranan şartları taşıması halinde söz konusu Kanunla öngörülen korumaya halel getirmez .;FİKRİ SINAİ KANUNU
belirtilen haller koruma kapsamı dışındadır : Kamu düzenine veya genel ahlaka aykırı tasarımlar .;FİKRİ SINAİ KANUNU
teknik fonksiyonunun zorunlu kıldığı görünüm özellikleri .;FİKRİ SINAİ KANUNU
kullanıldığı veya uygulandığı ürünün , başka bir ürüne mekanik olarak monte edilmesi veya bağlanması için belirli biçim ve boyutlarda üretilmesi zorunlu ürünlerin görünüm özellikleri .;FİKRİ SINAİ KANUNU
Sözleşmesinin 2 nci mükerrer 6 ncı maddesi kapsamında yer alan hükümranlık alametleri ile bu kapsam dışında kalan ancak kamuyu ilgilendiren , dini , tarihi ve kültürel değerler bakımından halka mal olmuş ve ilgili mercilerin tescil izni vermediği işaretlerin , armaların , nişanların veya adlandırmaların uygunsuz kullanımını içeren tasarımlar .;FİKRİ SINAİ KANUNU
ncı maddedeki şartları karşılamak kaydıyla farklı veya eş birimlerden oluşan modüler bir sistemde bu birimlerin birbirleriyle sonlu veya sonsuz olarak çeşitli biçimlerde bağlantı kurmasını sağlayan tasarımlar korumadan yararlanır .;FİKRİ SINAİ KANUNU
doğan haklar münhasıran tasarım sahibine aittir .;FİKRİ SINAİ KANUNU
kişiler , tasarım sahibinin izni olmadan koruma kapsamındaki tasarım veya tasarımın uygulandığı ürünü üretemez , piyasaya sunamaz , satamaz , ithal edemez , ticari amaçlı kullanamaz veya bu amaçlarla elde bulunduramaz ya da bu tasarım veya tasarımın uygulandığı ürünle ilgili sözleşme yapmak için öneride bulunamaz .;FİKRİ SINAİ KANUNU
tasarım , sahibine birinci fıkrada belirtilen fiilleri engelleme hakkını sadece korunan tasarımın aynısının veya genel izlenim itibarıyla ayırt edilemeyecek kadar benzerinin kopyalanarak alınması halinde verir .;FİKRİ SINAİ KANUNU
tasarımın kendi tasarımından önce kamuya sunulduğunu makul yollarla bilmesi mümkün olmayan bir tasarımcı tarafından bağımsız olarak yapılan tasarımın koruma kapsamındaki tasarımdan kopyalanmış olduğu kabul edilmez .;FİKRİ SINAİ KANUNU
sayılan fiiller tasarım hakkının kapsamı dışındadır : özel amaçla sınırlı kalan ve ticari amaç taşımayan fiiller .;FİKRİ SINAİ KANUNU
uygulamadaki dürüstlük kuralları ile bağdaşır olmak , tasarımın normal kullanımını gereksiz şekilde tehlikeye sokmamak ve kaynak göstermek şartları ile eğitim veya referans amaçlı çoğaltmalar .;FİKRİ SINAİ KANUNU
ülkede kayıtlı olup geçici olarak Türkiye Cumhuriyeti sınırları içinde bulunan deniz veya hava taşıt araçlarındaki ekipman , bu araçların onarımı için kullanılmak üzere ithal edilen yedek parça ve aksesuarlar ile bu araçların onarım fiilleri .;FİKRİ SINAİ KANUNU
ürünün görünümüne bağımlı olan parçaların , birleşik ürüne orijinal görünümünü yeniden kazandırmak üzere onarım amacıyla ve bu parçaların kaynağı konusunda yanıltıcı olmamak şartıyla tasarımın piyasaya ilk sürüldüğü tarihten üç yıl sonra kullanılması tasarım hakkının ihlali sayılmaz .;FİKRİ SINAİ KANUNU
Sanayi ve Teknoloji Bakanlığınca yayımlanan eşdeğer parçaların dördüncü fıkra kapsamında ve tasarımın piyasaya ilk sürüldüğü tarihten itibaren üç yıl içinde kullanımı tasarım hakkının ihlali sayılmaz .;FİKRİ SINAİ KANUNU
erteleme talebinde bulunulan tasarımlar için , tasarımlara ait görsel anlatımların Bültende yayımlanmasına kadar ikinci fıkra hükümleri uygulanır .;FİKRİ SINAİ KANUNU
tarihinden önce , tescilli tasarımın koruma kapsamına giren ve tescilli tasarımdan bağımsız olarak yapılan tasarımı iyiniyetli olarak ticari amaçla ülke içinde kullanmakta olan veya kullanım için ciddi ve gerçek tedbirler almış kişilere karşı önceki kullanımından dolayı , bu hazırlıklarla sınırlı olmak üzere işletmenin makul ihtiyaçlarını giderecek ölçüde tasarımı kullanma hakkı verilir .;FİKRİ SINAİ KANUNU
kullanımdan doğan hak , sicile kaydedilerek Bültende yayımlanır .;FİKRİ SINAİ KANUNU
kullanımdan doğan hak , lisans verilmesi suretiyle genişletilemez ve devredilemez .;FİKRİ SINAİ KANUNU
hakkın devri işletmenin devriyle mümkündür .;FİKRİ SINAİ KANUNU
"başvurusu ; Başvuru sahibinin kimliğine ilişkin bilgileri içeren başvuru formunu , Tasarımın görünümünü yansıtan ve yayım yoluyla çoğaltılmaya elverişli görsel anlatımını , Tasarımın kullanıldığı veya uygulandığı ürünün adını , Tasarımcının veya tasarımcı grubundaki tasarımcıların adlarını , Tescil isteme hakkının tasarımcı veya tasarımcılardan ne şekilde elde edildiğine ilişkin bilgiyi , Varsa yayım erteleme talebini , Vekil tayin edilmişse vekile ilişkin bilgiyi , kapsar .";FİKRİ SINAİ KANUNU
konusunun iki boyutlu bir tasarım olması ve 66 ncı maddeye göre yayım erteleme talebinde bulunulması halinde birinci fıkranın bendinde istenen görsel anlatım yerine tasarımın örneği verilebilir .;FİKRİ SINAİ KANUNU
"ayrıca ; tasarımın görsel anlatımını veya örneğini açıklayan tarifname verilebilir , tasarımın kullanıldığı veya uygulandığı ürünlerin sınıfı belirtilebilir .";FİKRİ SINAİ KANUNU
madde kapsamında yer alan ürün adı , sınıfı ve tarifnamede verilen bilgiler koruma kapsamını etkilemez .;FİKRİ SINAİ KANUNU
işlemlerine ilişkin ücretlerin ödenmemesi ve süresi içinde ödemeye ilişkin bilginin Kuruma sunulmaması halinde başvuru yapılmamış sayılır .;FİKRİ SINAİ KANUNU
kullanıldığı veya uygulandığı ürünlerin sınıflandırılmasında , 5/8/1997 tarihli ve 97/9731 sayılı Bakanlar Kurulu Kararı ile katılmamız kararlaştırılan Endüstriyel Tasarımların Uluslararası Sınıflandırılmasına İlişkin Locarno Anlaşması hükümleri uygulanır .;FİKRİ SINAİ KANUNU
fıkranın bendinde belirtilen , tasarımın görsel anlatımı üzerinde yer alan yazılı ibareler , ifade ettikleri kavramlar üzerinde inhisari hak sağlamaz .;FİKRİ SINAİ KANUNU
çok tasarımın tescil talebi , ek başvuru ücretinin ödenmesi şartıyla çoklu başvuru altında yapılabilir .;FİKRİ SINAİ KANUNU
başvurularda , süslemeler hariç olmak üzere , tasarımın kullanıldığı veya uygulandığı her bir ürünün , aynı sınıfa dahil olması gerekir .;FİKRİ SINAİ KANUNU
başvuru veya çoklu tescili oluşturan tasarımlar bu Kanunun uygulanmasında ayrı ayrı değerlendirilir .;FİKRİ SINAİ KANUNU
başvuruda , yedinci fıkrada belirtilen şartlara uymayan tasarımlar için tescil talebinde bulunulmuş veya tasarım sayısı belirlenen sayıyı aşmışsa Kurum bu tasarımlar için bölünmüş başvuru yapılmasını ister .;FİKRİ SINAİ KANUNU
her başvuru için başvuru tarihi , ilk başvuru tarihidir .;FİKRİ SINAİ KANUNU
Tasarımcı , isminin başvuruda belirtilmemesi halinde , tasarımcı olarak belirtilmesini isteme hakkına sahiptir .;FİKRİ SINAİ KANUNU
tasarımcı isminin gizli tutulmasını da talep edebilir .;FİKRİ SINAİ KANUNU
sahibi tasarımcı değilse veya tasarımcılardan sadece biri veya birkaçıysa , başvuru sahibinin tasarımcı veya tasarımcılardan tasarım başvurusu yapma hakkını ne şekilde elde ettiği başvuruda açıklanır .;FİKRİ SINAİ KANUNU
başvurusunda yer alan imla hataları ve açık maddi hatalar , tasarım örneğini değişikliğe uğratmaması şartıyla başvuru sahibinin talebi üzerine düzeltilir .;FİKRİ SINAİ KANUNU
başvuruda yer alabilecek tasarım sayısı ve başvuruya ilişkin diğer usul ve esaslar yönetmelikle belirlenir .;FİKRİ SINAİ KANUNU
Sözleşmesi veya Dünya Ticaret örgütü Kuruluş Anlaşmasına taraf devletlerden birinin uyruğunda olan ya da bu devletlerden birinin uyruğunda olmamakla birlikte bunlardan birinde yerleşim yeri veya işler durumda ticari müessesesi bulunan gerçek ya da tüzel kişiler veya bunların halefleri , bu devletlerin herhangi birinde yetkili mercilere tasarım veya faydalı model tescili için usulüne uygun olarak yaptıkları başvuru tarihinden itibaren altı ay süreyle , Paris Sözleşmesi hükümleri kapsamında aynı tasarım için Türkiye‚Äôde başvuru yapma konusunda rüçhan hakkından yararlanır .;FİKRİ SINAİ KANUNU
süre içinde kullanılmayan rüçhan hakları düşer .;FİKRİ SINAİ KANUNU
hakkından yararlanılabilmesi için ilk başvuru yapılan devletin yetkili makamından rüçhan hakkı belgesi alınması şarttır .;FİKRİ SINAİ KANUNU
fıkrada belirtilen gerçek veya tüzel kişiler ile bunların halefleri , Paris Sözleşmesi veya Dünya Ticaret örgütü Kuruluş Anlaşmasına taraf olmayan bir devlette usulüne uygun tasarım başvurusu yapmışsa , birinci fıkrada belirtilen esaslar çerçevesinde rüçhan hakkından yararlanır .;FİKRİ SINAİ KANUNU
"devlete yapılmış olan ve önceki ilk başvuru ile aynı konudaki sonraki bir başvuru ; sonraki başvurunun yapıldığı tarihte , önceki başvurunun kamunun incelemesine açılmadan ve geride herhangi bir hak bırakmadan geri çekilmesi , geri çekilmiş sayılması veya reddedilmesi ve rüçhan hakkı talebine temel oluşturmaması şartıyla , rüçhan hakkının belirlenmesinde ilk başvuru olarak kabul edilir .";FİKRİ SINAİ KANUNU
başvuru , rüçhan hakkı talebi için dayanak oluşturmaz .;FİKRİ SINAİ KANUNU
üncü maddenin birinci fıkrasının bendinde belirtilen gerçek veya tüzel kişiler hakkında da bu madde hükümleri uygulanır .;FİKRİ SINAİ KANUNU
yapılan tasarımı veya tasarımın uygulandığı ürünü Türkiye‚Äôde açılan ulusal ya da uluslararası sergilerde ya da Paris Sözleşmesi veya Dünya Ticaret örgütü Kuruluş Anlaşmasına taraf devletlerde açılan resmi ya da resmi olarak tanınan uluslararası sergilerde teşhir eden 3 üncü maddede belirtilen gerçek veya tüzel kişiler , sergideki teşhir tarihinden itibaren altı ay içinde Türkiye‚Äôde başvuru yapma konusunda rüçhan hakkından yararlanır .;FİKRİ SINAİ KANUNU
yapılan tasarım veya tasarımın uygulandığı ürün , sergide görünür şekilde resmi açılış tarihinden önce teşhir edilmişse rüçhan hakkı süresi ürünün sergiye konulduğu tarihten itibaren başlar .;FİKRİ SINAİ KANUNU
sergide teşhir edilmiş ürünle aynı veya benzeri bir ürün hakkında birden fazla tasarım başvurusu yapılması halinde , bu ürünü sergiye ilk koyan kişi , ürünün sergiye aynı zamanda konularak teşhir edilmesi halinde ise ilk başvuruda bulunan kişi rüçhan hakkından yararlanır .;FİKRİ SINAİ KANUNU
ve beşinci fıkralarda belirtilen süreler içinde rüçhan hakkına dayanılarak başvuru yapıldığı takdirde , rüçhan hakkının doğduğu tarihten itibaren üçüncü kişiler tarafından yapılan rüçhan hakkına konu tasarım başvurusunun kapsamına giren başvurular ile bunlar adına yapılan tasarım tescilleri hüküm ifade etmez .;FİKRİ SINAİ KANUNU
hakkı talebi başvuruyla birlikte yapılır .;FİKRİ SINAİ KANUNU
talebe ilişkin belgeler , başvuru tarihinden itibaren üç ay içinde Kuruma sunulur .;FİKRİ SINAİ KANUNU
takdirde rüçhan hakkından yararlanma talebi yapılmamış sayılır .;FİKRİ SINAİ KANUNU
hakkının hüküm ve sonuçları , 62 nci maddenin birinci fıkrası uyarınca rüçhan hakkının talep edildiği başvurunun tarihi veya 62 nci maddenin beşinci ve altıncı fıkralarında belirtilen tarihler itibarıyla doğar .;FİKRİ SINAİ KANUNU
tasarım için birden fazla rüçhan hakkı talep edilmesi durumunda rüçhan hakkı , geçerli olan ilk rüçhan tarihi itibarıyla başlar .;FİKRİ SINAİ KANUNU
teşhirden doğan rüçhan hakkı , 62 nci maddenin birinci fıkrasına göre verilen rüçhan süresini uzatmaz .;FİKRİ SINAİ KANUNU
başvurunun 61 ila 63 üncü maddelerde belirtilen şartlara uygunluğunu inceler .;FİKRİ SINAİ KANUNU
sonucunda 61 inci maddenin birinci fıkrasının ve bentlerinde belirtilen şartlar bakımından herhangi bir eksikliğin olmadığına karar verilmesi halinde başvuru tarihi , başvurunun Kurum tarafından alındığı tarih itibarıyla kesinleşir .;FİKRİ SINAİ KANUNU
ila 63 üncü maddeler uyarınca yapılan incelemede tespit edilen eksikliklerin süresi içinde giderilmesi halinde başvuru tarihi , başvurunun ilk yapıldığı tarih olarak kesinleşir .;FİKRİ SINAİ KANUNU
61 inci maddenin birinci fıkrasının ve bentlerinde yer alan bilgi ve belgelerle ilgili eksikliklerin süresi içinde giderilmesi halinde başvuru tarihi , bu eksikliklerin giderildiği tarih olarak kesinleşir .;FİKRİ SINAİ KANUNU
koruması başvuru tarihinin kesinleştiği tarihten itibaren başlar .;FİKRİ SINAİ KANUNU
süresi içinde giderilmemesi halinde başvuru yapılmamış sayılır .;FİKRİ SINAİ KANUNU
hakkı talebine ilişkin eksikliklerin giderilmemesi sadece rüçhan hakkının kaybına neden olur .;FİKRİ SINAİ KANUNU
Tasarım veya ürün tanımına uygun olmayan , Kamu düzenine veya genel ahlaka aykırı , 3 üncü madde kapsamına girmeyen gerçek veya tüzel kişilerce yapılan , Paris Sözleşmesinin 2 nci mükerrer 6 ncı maddesi kapsamında yer alan hükümranlık alametleri ile bu kapsam dışında kalan ancak kamuyu ilgilendiren , dini , tarihi ve kültürel değerler bakımından halka mal olmuş ve ilgili mercilerin tescil izni vermediği işaretlerin , armaların , nişanların veya adlandırmaların uygunsuz kullanımını içeren , Yeni olmadığı tespit edilen , tasarım tescil taleplerini reddeder .;FİKRİ SINAİ KANUNU
fıkranın ve bentleri kapsamında verilen ret kararının tasarımın sadece bir bölümüne ilişkin bulunması halinde , sadece o bölümle ilgili kısmi ret kararı verilir .;FİKRİ SINAİ KANUNU
ret sonucunda tescilin devamı için kalan kısmın koruma şartlarını sağlaması ve tasarım kimliğini muhafaza etmesi şarttır .;FİKRİ SINAİ KANUNU
ve 64 üncü madde hükmüne göre reddedilmemiş başvuru , tescilli tasarım olarak sicile kaydedilir ve Bültende yayımlanır .;FİKRİ SINAİ KANUNU
edilmesi ve ücretinin ödenmesi şartıyla sicil örneği verilir .;FİKRİ SINAİ KANUNU
birlikte başvuru sahibi , başvuru veya varsa rüçhan tarihinden başlamak üzere otuz ay süreyle yayım erteleme talebinde bulunabilir .;FİKRİ SINAİ KANUNU
erteleme talebi bulunan ve 64 üncü madde hükmüne göre reddedilmemiş başvuru , tescil edilerek sicile kaydedilir .;FİKRİ SINAİ KANUNU
tasarımın görsel anlatımı ve başvuru dosyasına ilişkin bilgi ve belgeler üçüncü kişilerin incelemesine kapalı tutulur .;FİKRİ SINAİ KANUNU
kaydedilmiş tasarıma ilişkin yayım erteleme talebi Bültende yayımlanır .;FİKRİ SINAİ KANUNU
yayım erteleme süresinin sona erdiği tarihte veya hak sahibinin isteği üzerine daha önceki bir tarihte , başvuruyla ilgili bütün kayıt ve belgeleri üçüncü kişilerin incelemesine açar ve yayımlar .;FİKRİ SINAİ KANUNU
yayımdan önce yayım ücretinin ödenmesi zorunludur .;FİKRİ SINAİ KANUNU
sırasında sadece tasarımın kullanıldığı veya uygulandığı ürünün örneği verilmiş ise tasarımın yayıma uygun görsel anlatımının da verilmesi gerekir .;FİKRİ SINAİ KANUNU
şartların süresi içinde yerine getirilmemesi durumunda sicile kaydedilmiş tasarıma başvuru tarihinden itibaren bu Kanunla sağlanan koruma hiç doğmamış sayılır .;FİKRİ SINAİ KANUNU
davasının , yayım erteleme süresi içinde açılabilmesi için sicil kaydında ve başvuru dosyasındaki bilgilerin davalı tarafa bildirilmiş olması şarttır .;FİKRİ SINAİ KANUNU
ertelemesi bulunan tasarımın yayım tarihi , görsel anlatımlarının yayımlandığı tarihtir .;FİKRİ SINAİ KANUNU
madde hükümleri , çoklu başvurudaki tasarımların bir kısmı hakkında da uygulanabilir .;FİKRİ SINAİ KANUNU
sahipleri , 64 üncü madde uyarınca verilen kararlara karşı , kararın bildirim tarihinden itibaren iki ay içinde gerekçeli ve yazılı olarak itiraz edebilir .;FİKRİ SINAİ KANUNU
kişiler tasarım tescilinin yayım tarihinden itibaren üç ay içinde ücretini ödeyerek tasarımın 55 inci maddenin birinci ve ikinci fıkralarında yer alan tanımlara uygun olmadığı , 56 ncı ve 57 nci maddelerde belirtilen şartları taşımadığı , 58 inci maddenin dördüncü fıkrası ve 64 üncü maddenin altıncı fıkrasının bendi kapsamında olduğu , başvurunun kötüniyetli olduğu ve bir fikri mülkiyet hakkının yetkisiz kullanımını içerdiği gerekçelerini ileri sürerek tescil belgesinin verilmesine yazılı olarak itiraz edebilir .;FİKRİ SINAİ KANUNU
fıkra kapsamında yapılan itiraza ilişkin ücretin ödenmemesi veya ödemeye ilişkin bilginin süresi içinde Kuruma sunulmaması halinde itiraz yapılmamış sayılır .;FİKRİ SINAİ KANUNU
nci maddeye göre yapılacak itirazlar , Kurul tarafından incelenir .;FİKRİ SINAİ KANUNU
üncü madde uyarınca verilen kararlara karşı yapılan itirazların incelenmesi aşamasında ve gerekli görülen hallerde başvuru sahibinin görüşü alınır .;FİKRİ SINAİ KANUNU
nci maddenin ikinci fıkrası uyarınca yapılan itirazlar , görüşlerini açıklayabilmesi için başvuru sahibine bildirilir .;FİKRİ SINAİ KANUNU
sahibinden , bildirim tarihinden itibaren bir ay içinde sunulmak üzere ek bilgi ve belge istenebilir .;FİKRİ SINAİ KANUNU
süre içinde istenilen ek bilgi ve belgelerin sunulmaması halinde itiraz mevcut bilgi ve belgeler kapsamında değerlendirilir .;FİKRİ SINAİ KANUNU
süresi boyunca veya itirazın incelenmesi aşamasında 64 üncü madde ve yönetmelik hükümleri kapsamında başvuruda eksiklik olduğunun tespit edilmesi halinde , işlemlere tamamlanmayan aşamadan devam edilir ve gerekli görülen hallerde alınan kararlar Bültende yayımlanır .;FİKRİ SINAİ KANUNU
nci maddenin ikinci fıkrası uyarınca yapılan itirazın kabul edilmesi halinde , tasarımın tescili hükümsüz kılınır .;FİKRİ SINAİ KANUNU
üncü maddenin altıncı fıkrasının ve bentleri ile fikri mülkiyet hakkının yetkisiz kullanımı gerekçesiyle tasarımın bir kısmına yapılan itirazın kabul edilmesi halinde ise sadece o kısmın tescili hükümsüz kılınır .;FİKRİ SINAİ KANUNU
bir başvuruya yapılan itirazın incelenmesi aşamasında , itiraza konu edilmeyen ancak itirazın eki belgelerden hükümsüz kılınması gerektiği anlaşılan tasarım tescilleri üçüncü fıkrada belirtilen usule uygun olarak resen hükümsüz kılınır .;FİKRİ SINAİ KANUNU
madde uyarınca tescilin hükümsüzlüğüne karar verilmesi halinde , 79 uncu maddede belirtilen hükümsüzlük sonuçları doğar .;FİKRİ SINAİ KANUNU
tasarımların koruma süresi başvuru tarihinden itibaren beş yıldır .;FİKRİ SINAİ KANUNU
süre beşer yıllık dönemler halinde yenilenmek suretiyle toplam yirmi beş yıla kadar uzatılabilir .;FİKRİ SINAİ KANUNU
tasarımların koruma süresi , koruma talep edilen tasarımın kamuya ilk sunulduğu tarihten itibaren üç yıldır .;FİKRİ SINAİ KANUNU
tescili , tasarım sahibinin talep etmesi ve yenileme ücretinin ödendiğine ilişkin bilginin süresi içinde Kuruma sunulması şartıyla yenilenir .;FİKRİ SINAİ KANUNU
talebinin tasarım sahibi tarafından koruma süresinin sona erdiği tarihten önceki altı ay içinde yapılması ve aynı süre içinde yenileme ücretinin ödendiğine ilişkin bilginin Kuruma sunulması gerekir .;FİKRİ SINAİ KANUNU
süre içinde talebin yapılmaması veya yenileme ücretinin ödendiğine ilişkin bilginin Kuruma sunulmaması halinde , yenileme talebi , koruma süresinin sona erdiği tarihten itibaren altı aylık süre içinde ek ücretin ödenmesi şartıyla da yapılabilir .;FİKRİ SINAİ KANUNU
önceki koruma süresinin sona erdiği tarihi izleyen günden itibaren hüküm ifade eder .;FİKRİ SINAİ KANUNU
sicile kaydedilir ve Bültende yayımlanır .;FİKRİ SINAİ KANUNU
tasarımlara ilişkin tasarım hakkı , koruma süresinin bittiği tarihte sona erer .;FİKRİ SINAİ KANUNU
hakkı , tasarımcıya veya onun haleflerine ait olup devri mümkündür .;FİKRİ SINAİ KANUNU
başvurusu veya tasarım birden çok kişiye aitse hak üzerindeki ortaklık taraflar arasındaki anlaşmaya göre , böyle bir anlaşma yoksa 22/11/2001 tarihli ve 4721 sayılı Türk Medeni Kanunundaki paylı mülkiyete ilişkin hükümlere göre belirlenir .;FİKRİ SINAİ KANUNU
hak sahiplerine bildirimde bulunarak tasarımı kullanabilir .;FİKRİ SINAİ KANUNU
doğan hakların herhangi bir şekilde tecavüze uğraması halinde üçüncü kişilere karşı hukuk davası açabilir .;FİKRİ SINAİ KANUNU
durumda davaya katılabilmeleri için dava açan tarafından bir ay içinde diğer hak sahiplerine bildirim yapılır .;FİKRİ SINAİ KANUNU
lisans verme konusunda oybirliği sağlanamaması halinde mahkeme , lisans verme yetkisini hakkaniyet gereğince hak sahiplerinden birine veya birkaçına verebilir .;FİKRİ SINAİ KANUNU
birden çok kişinin hak sahipliği söz konusu olsa dahi tasarım başvurusu veya tasarımın devri ya da üzerlerinde hak tesisi için bölünebilmeleri mümkün değildir .;FİKRİ SINAİ KANUNU
başvurusu gerçek hak sahibi olmayan bir kişi tarafından yapılmış veya tasarım bu kişi adına tescil edilmişse veya tescilsiz tasarım gerçek hak sahibi olmayan bir kişi tarafından kamuya sunulmuşsa , gerçek hak sahibi olduğunu iddia eden kişi , tasarım hakkından doğan diğer hak ve talepleri saklı kalmak kaydıyla , tasarım sahipliğinin kendisine devredilmesini veya tasarım sahibi olarak tanınmayı mahkemeden talep edebilir .;FİKRİ SINAİ KANUNU
